dataset,backbone,num_clients,beta,method,sample_index,true_label,tsne_x,tsne_y,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7
bloodmnist_224,ResNet,3,0.01,avg,2847,3,38.471581,-37.136055,0.07082154,0.12953345,0.07246783,0.25656718,0.09627103,0.11942530,0.14508605,0.10982761
bloodmnist_224,ResNet,3,0.01,avg,2848,1,46.972446,-38.573158,0.06051749,0.12070868,0.05780463,0.28178328,0.09162749,0.12144516,0.15895763,0.10715561
bloodmnist_224,ResNet,3,0.01,avg,2849,4,-18.492041,3.312818,0.06765223,0.12617670,0.12128064,0.15127164,0.14914010,0.11552066,0.14342920,0.12552880
bloodmnist_224,ResNet,3,0.01,avg,2850,4,-17.230646,5.414657,0.06339908,0.11697631,0.11758771,0.14223932,0.15089107,0.13173981,0.13937779,0.13778889
bloodmnist_224,ResNet,3,0.01,avg,2851,4,-50.373680,13.239639,0.08324770,0.12457078,0.13880077,0.10600366,0.15547110,0.12277714,0.13839881,0.13073003
bloodmnist_224,ResNet,3,0.01,avg,2852,4,-16.531763,7.362503,0.06883468,0.11375262,0.11808474,0.14010113,0.14663796,0.14193352,0.14356790,0.12708743
bloodmnist_224,ResNet,3,0.01,avg,2853,7,-57.785275,0.370715,0.07203466,0.13145672,0.15682866,0.11975174,0.14262424,0.10866120,0.12866643,0.13997641
bloodmnist_224,ResNet,3,0.01,avg,2854,1,8.134986,-16.147291,0.07016178,0.13343020,0.09607967,0.18771654,0.09828503,0.13683265,0.15746973,0.12002441
bloodmnist_224,ResNet,3,0.01,avg,2855,5,-13.961526,-1.700490,0.06773055,0.12042061,0.10010410,0.18809055,0.14305276,0.12719750,0.14386226,0.10954162
bloodmnist_224,ResNet,3,0.01,avg,2856,3,44.286068,-33.434944,0.06156603,0.11861678,0.06902841,0.26515135,0.11598500,0.11083993,0.14888665,0.10992587
bloodmnist_224,ResNet,3,0.01,avg,2857,2,-64.022697,-11.578136,0.08038385,0.14591858,0.19088677,0.09790859,0.13494124,0.09662402,0.12434004,0.12899689
bloodmnist_224,ResNet,3,0.01,avg,2858,2,-61.998463,-12.242414,0.07001399,0.15035920,0.18731590,0.10395405,0.12642351,0.09222294,0.13239062,0.13731982
bloodmnist_224,ResNet,3,0.01,avg,2859,6,-3.751753,0.456233,0.08404498,0.13666518,0.10290930,0.15232983,0.11704193,0.14313868,0.14167111,0.12219900
bloodmnist_224,ResNet,3,0.01,avg,2860,1,25.035677,-26.315895,0.06724501,0.12843327,0.06898268,0.23191960,0.09130453,0.14330305,0.15719911,0.11161272
bloodmnist_224,ResNet,3,0.01,avg,2861,6,7.744449,-17.378731,0.07210802,0.13804729,0.08646191,0.18413334,0.10941555,0.13387977,0.15454285,0.12141129
bloodmnist_224,ResNet,3,0.01,avg,2862,4,-49.811153,14.771070,0.07908322,0.11908582,0.12179814,0.11076468,0.15078579,0.14677286,0.13234745,0.13936205
bloodmnist_224,ResNet,3,0.01,avg,2863,7,-50.868034,0.933043,0.07226588,0.12632880,0.14543888,0.12870812,0.14195384,0.11091609,0.13562503,0.13876335
bloodmnist_224,ResNet,3,0.01,avg,2864,2,-65.116455,-13.640294,0.07238347,0.14318845,0.20296930,0.09697455,0.13873823,0.09082215,0.11735823,0.13756567
bloodmnist_224,ResNet,3,0.01,avg,2865,3,37.574753,-20.137468,0.07002211,0.11697978,0.06868143,0.22949021,0.11569198,0.13569321,0.15454498,0.10889629
bloodmnist_224,ResNet,3,0.01,avg,2866,3,35.255722,-27.572329,0.06511788,0.12500151,0.08166626,0.23598824,0.11617155,0.12134093,0.13689345,0.11782024
bloodmnist_224,ResNet,3,0.01,avg,2867,7,-46.389824,1.790640,0.07544973,0.12915215,0.13344631,0.13683793,0.14664894,0.11472620,0.13035092,0.13338782
bloodmnist_224,ResNet,3,0.01,avg,2868,7,-58.147755,12.069020,0.09656618,0.12990953,0.15342216,0.09287084,0.13807063,0.12464930,0.12287696,0.14163442
bloodmnist_224,ResNet,3,0.01,avg,2869,3,43.494701,-33.228123,0.05718846,0.12618998,0.07332351,0.26364124,0.11112330,0.11962922,0.13912879,0.10977551
bloodmnist_224,ResNet,3,0.01,avg,2870,3,32.119770,-24.837021,0.06522643,0.12187044,0.08525159,0.22143930,0.12694128,0.11986840,0.14161035,0.11779225
bloodmnist_224,ResNet,3,0.01,avg,2871,1,26.845676,-30.242908,0.06928848,0.12523779,0.08046024,0.23227124,0.10035609,0.12285620,0.15119199,0.11833800
bloodmnist_224,ResNet,3,0.01,avg,2872,0,33.213406,-7.818036,0.09278245,0.11482392,0.06647842,0.20665395,0.11161076,0.14057380,0.15806812,0.10900857
bloodmnist_224,ResNet,3,0.01,avg,2873,6,-1.498105,7.987731,0.07967838,0.13919361,0.09884349,0.13951546,0.11080015,0.16711624,0.14735141,0.11750128
bloodmnist_224,ResNet,3,0.01,avg,2874,7,-54.828278,9.839508,0.08566628,0.13313970,0.14211562,0.11181749,0.14179389,0.12272146,0.12292676,0.13981880
bloodmnist_224,ResNet,3,0.01,avg,2875,1,27.607918,-29.156578,0.06352655,0.12160677,0.08488232,0.22955585,0.10436504,0.13168107,0.15036282,0.11401968
bloodmnist_224,ResNet,3,0.01,avg,2876,0,15.344804,7.733174,0.09902785,0.12633380,0.07889810,0.14811091,0.12717272,0.15420246,0.15715121,0.10910297
bloodmnist_224,ResNet,3,0.01,avg,2877,7,-45.147541,7.254653,0.08326641,0.13611536,0.13068329,0.13358667,0.13059826,0.12390109,0.12566209,0.13618682
bloodmnist_224,ResNet,3,0.01,avg,2878,5,25.444607,-9.861678,0.07268300,0.11986183,0.07820884,0.20085967,0.12652875,0.14198928,0.14410193,0.11576673
bloodmnist_224,ResNet,3,0.01,avg,2879,2,-62.693302,-13.076493,0.07415338,0.14223509,0.19369635,0.11158009,0.13342476,0.08320972,0.11972718,0.14197342
bloodmnist_224,ResNet,3,0.01,avg,2880,2,-13.462957,-3.498951,0.06958366,0.13133518,0.10133376,0.18212542,0.13300984,0.11845191,0.14240415,0.12175602
bloodmnist_224,ResNet,3,0.01,avg,2881,7,-59.917225,0.164009,0.07918772,0.13172273,0.15621246,0.12165840,0.13858683,0.10421465,0.12045877,0.14795843
bloodmnist_224,ResNet,3,0.01,avg,2882,6,-2.995617,-9.210542,0.07176083,0.13859881,0.10705213,0.16985933,0.11212908,0.12780669,0.14784233,0.12495083
bloodmnist_224,ResNet,3,0.01,avg,2883,5,-0.963510,15.922713,0.06952219,0.11807758,0.09206279,0.14382270,0.13318564,0.17790402,0.13932346,0.12610166
bloodmnist_224,ResNet,3,0.01,avg,2884,1,36.074951,-27.825397,0.06597928,0.11738916,0.08302705,0.23848104,0.11140642,0.11650421,0.15001462,0.11719824
bloodmnist_224,ResNet,3,0.01,avg,2885,6,5.495358,0.017481,0.07936521,0.13871279,0.09071050,0.16991499,0.10456862,0.15671375,0.14087674,0.11913744
bloodmnist_224,ResNet,3,0.01,avg,2886,5,20.678558,-2.960280,0.06918350,0.11750398,0.08837695,0.17789423,0.12700328,0.15674083,0.14599994,0.11729734
bloodmnist_224,ResNet,3,0.01,avg,2887,3,34.728954,-26.489765,0.06867480,0.12562592,0.07573348,0.23210731,0.11010914,0.12714285,0.14696644,0.11364006
bloodmnist_224,ResNet,3,0.01,avg,2888,6,-2.934591,-9.531869,0.07652994,0.13409792,0.10548748,0.17483473,0.11186961,0.12458654,0.14362064,0.12897314
bloodmnist_224,ResNet,3,0.01,avg,2889,1,17.379652,-23.963217,0.06860884,0.12605059,0.08786783,0.21680705,0.10705721,0.12818262,0.14463407,0.12079177
bloodmnist_224,ResNet,3,0.01,avg,2890,1,36.563957,-37.328236,0.06297582,0.13468809,0.07196606,0.24239659,0.09873185,0.12915744,0.15058698,0.10949714
bloodmnist_224,ResNet,3,0.01,avg,2891,2,-60.094971,-8.146500,0.07399963,0.13845138,0.17634040,0.11565568,0.12882052,0.09939356,0.12828070,0.13905816
bloodmnist_224,ResNet,3,0.01,avg,2892,5,-1.705212,21.854631,0.07197698,0.12192080,0.08235973,0.12389092,0.12717809,0.21334501,0.14066894,0.11865951
bloodmnist_224,ResNet,3,0.01,avg,2893,7,-51.011032,5.680574,0.07785387,0.12787031,0.14308827,0.11923840,0.14576536,0.12082545,0.13148470,0.13387358
bloodmnist_224,ResNet,3,0.01,avg,2894,5,-1.077149,22.752102,0.06865802,0.11569645,0.07980536,0.13076285,0.11286221,0.23832269,0.14398168,0.10991068
bloodmnist_224,ResNet,3,0.01,avg,2895,4,-17.652163,7.351221,0.07606710,0.11982574,0.10577679,0.14199749,0.14292556,0.13764821,0.14831719,0.12744194
bloodmnist_224,ResNet,3,0.01,avg,2896,7,-55.174332,3.846803,0.08156431,0.13487169,0.14106020,0.12619631,0.13290718,0.11065264,0.12600721,0.14674044
bloodmnist_224,ResNet,3,0.01,avg,2897,0,7.385370,10.640283,0.08711493,0.11183421,0.08134660,0.14967848,0.12766567,0.16767722,0.15523100,0.11945185
bloodmnist_224,ResNet,3,0.01,avg,2898,2,-63.284775,-13.902027,0.07537431,0.14690658,0.19548453,0.10595451,0.12347426,0.08529517,0.12989277,0.13761786
bloodmnist_224,ResNet,3,0.01,avg,2899,2,-62.811073,-11.586046,0.07181554,0.13954268,0.18563671,0.10611173,0.13443416,0.09453376,0.12458453,0.14334086
bloodmnist_224,ResNet,3,0.01,avg,2900,6,-0.899463,-3.108984,0.06988491,0.13640791,0.10286006,0.16282496,0.11751352,0.14257863,0.13993193,0.12799810
bloodmnist_224,ResNet,3,0.01,avg,2901,7,-63.422703,-1.304122,0.06741691,0.12550898,0.18481962,0.11087194,0.15258358,0.09036243,0.11581695,0.15261957
bloodmnist_224,ResNet,3,0.01,avg,2902,1,16.439587,-16.930182,0.06529616,0.12466712,0.08059192,0.20288111,0.10880060,0.14172184,0.15557259,0.12046862
bloodmnist_224,ResNet,3,0.01,avg,2903,1,21.424055,-19.641111,0.07214347,0.12337872,0.07789248,0.20874375,0.09701832,0.14961463,0.15369536,0.11751320
bloodmnist_224,ResNet,3,0.01,avg,2904,2,-62.330963,-11.080216,0.07623619,0.14427839,0.18110146,0.10519712,0.13461691,0.09500035,0.12001643,0.14355315
bloodmnist_224,ResNet,3,0.01,avg,2905,0,16.794884,4.776850,0.08955012,0.12996139,0.07922692,0.17475192,0.11348708,0.14977525,0.14980033,0.11344697
bloodmnist_224,ResNet,3,0.01,avg,2906,0,34.395039,-9.886665,0.07831580,0.11166336,0.05836897,0.22247748,0.11415920,0.14945275,0.15852070,0.10704167
bloodmnist_224,ResNet,3,0.01,avg,2907,6,0.003244,6.775136,0.08037517,0.14713748,0.09224298,0.14536166,0.10656530,0.16345672,0.14900516,0.11585552
bloodmnist_224,ResNet,3,0.01,avg,2908,2,31.851801,-23.410387,0.06712747,0.11342388,0.09047972,0.21746087,0.12517442,0.12302824,0.14527474,0.11803064
bloodmnist_224,ResNet,3,0.01,avg,2909,7,-53.425243,4.240763,0.07818514,0.13376668,0.14674693,0.11463334,0.14864656,0.11397558,0.12662235,0.13742340
bloodmnist_224,ResNet,3,0.01,avg,2910,1,10.095763,-13.416033,0.06788462,0.12886560,0.09266909,0.17860427,0.10872355,0.14305283,0.16263780,0.11756219
bloodmnist_224,ResNet,3,0.01,avg,2911,2,-64.882149,-10.302368,0.07853426,0.12735289,0.19029969,0.09175897,0.14433686,0.10372192,0.12298488,0.14101051
bloodmnist_224,ResNet,3,0.01,avg,2912,6,-6.688242,5.073269,0.07641949,0.12511434,0.10995545,0.14244513,0.12381827,0.15711100,0.14404261,0.12109364
bloodmnist_224,ResNet,3,0.01,avg,2913,2,-62.832062,-12.588807,0.07502636,0.13579246,0.19064526,0.10866795,0.13613488,0.08985790,0.11659225,0.14728288
bloodmnist_224,ResNet,3,0.01,avg,2914,5,5.448308,14.008749,0.07285542,0.11822848,0.08598879,0.16101556,0.12108543,0.17490399,0.14202873,0.12389362
bloodmnist_224,ResNet,3,0.01,avg,2915,1,16.653179,-22.893288,0.06255033,0.12409249,0.09406635,0.21068367,0.10776406,0.13288167,0.14812356,0.11983786
bloodmnist_224,ResNet,3,0.01,avg,2916,6,0.189683,6.425992,0.07796637,0.14002472,0.09304333,0.14626493,0.11002876,0.16585265,0.14575697,0.12106223
bloodmnist_224,ResNet,3,0.01,avg,2917,6,-2.407941,-9.162309,0.07650284,0.14016889,0.10112153,0.17055172,0.11649247,0.12744814,0.13750401,0.13021033
bloodmnist_224,ResNet,3,0.01,avg,2918,6,1.317654,-7.815658,0.07800557,0.14795277,0.09055058,0.16889420,0.10575232,0.14226957,0.15102854,0.11554649
bloodmnist_224,ResNet,3,0.01,avg,2919,6,-7.605457,-3.468561,0.07897767,0.14056753,0.12055883,0.14551850,0.11758437,0.12877217,0.13407645,0.13394451
bloodmnist_224,ResNet,3,0.01,avg,2920,5,0.304679,18.927103,0.07737679,0.11746912,0.08239455,0.13932064,0.12822467,0.19514701,0.14880094,0.11126626
bloodmnist_224,ResNet,3,0.01,avg,2921,3,42.896454,-35.788132,0.06832296,0.12644988,0.06707633,0.26310033,0.10613707,0.11085011,0.14293139,0.11513197
bloodmnist_224,ResNet,3,0.01,avg,2922,2,-62.986591,-12.841716,0.07694926,0.14490698,0.19175918,0.10741640,0.13326512,0.08545447,0.12210636,0.13814227
bloodmnist_224,ResNet,3,0.01,avg,2923,4,-12.510045,-2.810212,0.06970469,0.12556973,0.09738831,0.17732027,0.13262828,0.12572239,0.15023074,0.12143561
bloodmnist_224,ResNet,3,0.01,avg,2924,4,-50.517979,13.855969,0.08074950,0.11816760,0.14072548,0.10132467,0.15678948,0.13095988,0.13774061,0.13354275
bloodmnist_224,ResNet,3,0.01,avg,2925,5,39.718674,-19.276268,0.06562366,0.11321732,0.05983712,0.23451182,0.11285225,0.15428527,0.14834097,0.11133162
bloodmnist_224,ResNet,3,0.01,avg,2926,3,44.480202,-32.060177,0.06144704,0.11295441,0.07492621,0.26627842,0.11950086,0.11622519,0.13721272,0.11145514
bloodmnist_224,ResNet,3,0.01,avg,2927,6,13.604535,-22.720987,0.06935233,0.13261142,0.09525665,0.19914506,0.10223547,0.13254301,0.14827345,0.12058259
bloodmnist_224,ResNet,3,0.01,avg,2928,3,9.124106,5.805398,0.07628711,0.11950921,0.09252205,0.16676858,0.13090043,0.14790262,0.13810554,0.12800448
bloodmnist_224,ResNet,3,0.01,avg,2929,7,-53.825909,6.814626,0.07939407,0.12662105,0.14239855,0.11842886,0.14884491,0.11446197,0.12618449,0.14366613
bloodmnist_224,ResNet,3,0.01,avg,2930,2,-54.462101,-5.731306,0.08345810,0.15412229,0.15333362,0.12051591,0.12264663,0.09781960,0.13380139,0.13430247
bloodmnist_224,ResNet,3,0.01,avg,2931,1,13.995406,-12.700327,0.07191917,0.12931456,0.08533028,0.19187985,0.09884106,0.14914587,0.15271100,0.12085819
bloodmnist_224,ResNet,3,0.01,avg,2932,6,9.702109,-8.682535,0.07171878,0.14374712,0.08675045,0.18213776,0.10364244,0.14878875,0.14658900,0.11662579
bloodmnist_224,ResNet,3,0.01,avg,2933,3,50.284698,-36.837791,0.05661618,0.11347862,0.06433109,0.29906324,0.09520112,0.11237855,0.14658174,0.11234944
bloodmnist_224,ResNet,3,0.01,avg,2934,1,28.354860,-37.417213,0.07425588,0.14033264,0.08187162,0.22864756,0.08927195,0.11378208,0.16073975,0.11109844
bloodmnist_224,ResNet,3,0.01,avg,2935,5,40.035992,-18.917168,0.06523927,0.10873366,0.07349420,0.23724963,0.11636073,0.15166627,0.13803211,0.10922413
bloodmnist_224,ResNet,3,0.01,avg,2936,0,-5.145919,10.952626,0.10363864,0.13626896,0.07474410,0.13749899,0.10384375,0.17647573,0.15546785,0.11206201
bloodmnist_224,ResNet,3,0.01,avg,2937,4,-53.771446,12.102141,0.07644754,0.11920761,0.14248022,0.11113688,0.15468425,0.12679747,0.12795483,0.14129120
bloodmnist_224,ResNet,3,0.01,avg,2938,7,-48.747185,9.083950,0.08304815,0.13168642,0.13313261,0.12118729,0.13947359,0.12564754,0.13200614,0.13381825
bloodmnist_224,ResNet,3,0.01,avg,2939,2,31.180414,-33.627533,0.06608814,0.13392043,0.08610489,0.23287165,0.10424044,0.11140205,0.14813651,0.11723585
bloodmnist_224,ResNet,3,0.01,avg,2940,6,6.500758,-20.755102,0.08486126,0.14605632,0.08159690,0.19630487,0.10205734,0.13128400,0.14137843,0.11646084
bloodmnist_224,ResNet,3,0.01,avg,2941,2,33.282040,-31.602606,0.06306341,0.12962042,0.09615226,0.23480514,0.11975309,0.09275962,0.14210778,0.12173826
bloodmnist_224,ResNet,3,0.01,avg,2942,3,33.917370,-28.434185,0.07150966,0.12741028,0.07825338,0.23324469,0.11494649,0.11121460,0.14311284,0.12030797
bloodmnist_224,ResNet,3,0.01,avg,2943,1,20.456383,-20.261219,0.06948294,0.13067645,0.08322439,0.20679411,0.09548941,0.14526664,0.15202385,0.11704226
bloodmnist_224,ResNet,3,0.01,avg,2944,4,-52.253735,5.713600,0.06793639,0.12154582,0.14816400,0.11993653,0.15138803,0.11514676,0.14026032,0.13562214
bloodmnist_224,ResNet,3,0.01,avg,2945,7,-50.961109,10.308792,0.08319172,0.13079514,0.13786992,0.11607973,0.14831321,0.12464722,0.12646712,0.13263597
bloodmnist_224,ResNet,3,0.01,avg,2946,3,3.776442,12.898615,0.08073075,0.11629205,0.08782314,0.15084124,0.12660260,0.16947356,0.14573886,0.12249780
bloodmnist_224,ResNet,3,0.01,avg,2947,6,-6.756310,-4.285199,0.07049359,0.14698534,0.11051315,0.14900599,0.12228451,0.12755702,0.14247596,0.13068445
bloodmnist_224,ResNet,3,0.01,avg,2948,3,42.892513,-32.311771,0.05705643,0.12227894,0.07667827,0.25859854,0.11565821,0.10921306,0.14537361,0.11514293
bloodmnist_224,ResNet,3,0.01,avg,2949,6,-5.566518,-5.949245,0.07660872,0.13958453,0.10936180,0.15761338,0.11215089,0.12695453,0.15103664,0.12668957
bloodmnist_224,ResNet,3,0.01,avg,2950,3,32.758018,-25.811710,0.06142370,0.12379856,0.08707340,0.23012398,0.12334526,0.12098503,0.13857131,0.11467876
bloodmnist_224,ResNet,3,0.01,avg,2951,5,5.104187,11.775978,0.07528319,0.12737581,0.08085252,0.16084790,0.11405709,0.17859833,0.14685401,0.11613114
bloodmnist_224,ResNet,3,0.01,avg,2952,1,12.725904,-11.689156,0.07124846,0.13178527,0.08603710,0.18778206,0.10564374,0.15051995,0.14728703,0.11969637
bloodmnist_224,ResNet,3,0.01,avg,2953,3,40.465637,-24.841085,0.06303628,0.11549700,0.07417930,0.24036489,0.11767779,0.12882802,0.15155728,0.10885944
bloodmnist_224,ResNet,3,0.01,avg,2954,1,14.504595,-20.591589,0.06939213,0.13140532,0.09115081,0.19889770,0.11009253,0.13517800,0.14083138,0.12305211
bloodmnist_224,ResNet,3,0.01,avg,2955,1,18.413250,-27.302147,0.06527913,0.12506062,0.09484363,0.21615666,0.09934703,0.12083466,0.15738949,0.12108880
bloodmnist_224,ResNet,3,0.01,avg,2956,5,30.166935,-11.942400,0.06573729,0.11655251,0.07665788,0.20508611,0.11378182,0.16501734,0.13732478,0.11984218
bloodmnist_224,ResNet,3,0.01,avg,2957,7,-61.750431,-12.601356,0.06989864,0.13973057,0.18715650,0.11401267,0.12775427,0.08568065,0.12353295,0.15223379
bloodmnist_224,ResNet,3,0.01,avg,2958,6,-1.050908,-18.326656,0.07359698,0.14632776,0.10515401,0.18805091,0.10200898,0.11481880,0.14553387,0.12450870
bloodmnist_224,ResNet,3,0.01,avg,2959,3,20.854561,-2.445909,0.06814612,0.11169729,0.08996255,0.17262261,0.13077523,0.15737158,0.14900805,0.12041663
bloodmnist_224,ResNet,3,0.01,avg,2960,3,28.711061,-39.754017,0.06803742,0.13890140,0.07325663,0.24080993,0.09271183,0.12330705,0.15075037,0.11222530
bloodmnist_224,ResNet,3,0.01,avg,2961,3,31.553102,-26.654121,0.07177598,0.13182795,0.08452027,0.22260496,0.11562407,0.11599078,0.14158358,0.11607236
bloodmnist_224,ResNet,3,0.01,avg,2962,6,4.607104,5.402091,0.07339035,0.12823793,0.10062829,0.15510654,0.11658950,0.16586730,0.14342949,0.11675060
bloodmnist_224,ResNet,3,0.01,avg,2963,4,-50.037720,0.416651,0.06596678,0.12892193,0.15063865,0.13053691,0.14831890,0.11037467,0.13421442,0.13102770
bloodmnist_224,ResNet,3,0.01,avg,2964,7,-52.844074,14.650433,0.08956287,0.13173434,0.13706978,0.10733028,0.13849953,0.13850014,0.13054688,0.12675619
bloodmnist_224,ResNet,3,0.01,avg,2965,1,17.872808,-28.558836,0.06548781,0.13329807,0.09168059,0.21772778,0.10483181,0.11849092,0.15382288,0.11466019
bloodmnist_224,ResNet,3,0.01,avg,2966,0,-3.040938,8.821678,0.09052879,0.13956082,0.08959110,0.12790601,0.10546198,0.16891812,0.15549344,0.12253969
bloodmnist_224,ResNet,3,0.01,avg,2967,0,20.458889,5.296635,0.08854793,0.12786491,0.07560350,0.17417935,0.11002717,0.15686159,0.15649745,0.11041813
bloodmnist_224,ResNet,3,0.01,avg,2968,3,21.833185,-1.486633,0.07393052,0.11115982,0.07763098,0.17987087,0.13076124,0.16264805,0.15114905,0.11284945
bloodmnist_224,ResNet,3,0.01,avg,2969,1,14.510232,-24.687855,0.07278259,0.13313951,0.09217051,0.20244560,0.10066872,0.12822807,0.15298916,0.11757585
bloodmnist_224,ResNet,3,0.01,avg,2970,6,6.810761,-20.725924,0.07908373,0.14362440,0.08756861,0.19956023,0.09925146,0.13415824,0.14025183,0.11650147
bloodmnist_224,ResNet,3,0.01,avg,2971,1,14.715328,-16.499208,0.06814461,0.11956160,0.08795852,0.19974999,0.10680589,0.14198111,0.15543981,0.12035846
bloodmnist_224,ResNet,3,0.01,avg,2972,5,0.589110,16.493277,0.07686564,0.10654385,0.08823218,0.14304866,0.13916662,0.18181613,0.14451759,0.11980931
bloodmnist_224,ResNet,3,0.01,avg,2973,3,44.949692,-29.995966,0.06371665,0.10982248,0.06325822,0.26262015,0.11828613,0.13046472,0.14459151,0.10724016
bloodmnist_224,ResNet,3,0.01,avg,2974,1,21.304216,2.563646,0.07834455,0.12534229,0.07352523,0.18307710,0.10922962,0.16547164,0.15318292,0.11182661
bloodmnist_224,ResNet,3,0.01,avg,2975,6,2.518183,-7.455878,0.07267082,0.14255039,0.09755494,0.17320451,0.10352439,0.13803394,0.15309688,0.11936411
bloodmnist_224,ResNet,3,0.01,avg,2976,7,-50.616688,9.506889,0.07928540,0.12661956,0.13662274,0.11640466,0.14139880,0.12651245,0.13235126,0.14080514
bloodmnist_224,ResNet,3,0.01,avg,2977,4,30.102680,-28.977877,0.05955474,0.12765886,0.10298683,0.21212782,0.12473218,0.11360241,0.13648258,0.12285459
bloodmnist_224,ResNet,3,0.01,avg,2978,6,7.868792,-15.875050,0.07368228,0.13186717,0.09548091,0.18473533,0.10629016,0.13315348,0.15558864,0.11920200
bloodmnist_224,ResNet,3,0.01,avg,2979,5,2.509771,17.641008,0.07328825,0.11785705,0.08332993,0.14960329,0.11614780,0.19053420,0.15596251,0.11327699
bloodmnist_224,ResNet,3,0.01,avg,2980,5,4.094264,16.473328,0.07436544,0.11322494,0.08168479,0.15929091,0.12593180,0.18357104,0.15136804,0.11056310
bloodmnist_224,ResNet,3,0.01,avg,2981,2,-64.247429,-13.255490,0.07431707,0.14230067,0.19867125,0.10228977,0.13507833,0.08748014,0.12252798,0.13733481
bloodmnist_224,ResNet,3,0.01,avg,2982,6,-1.250941,-16.830521,0.07317857,0.14005476,0.09989350,0.18353419,0.10967174,0.11789487,0.15096331,0.12480907
bloodmnist_224,ResNet,3,0.01,avg,2983,7,-44.253082,4.852286,0.07951037,0.13033354,0.12482535,0.13127421,0.13969485,0.12656914,0.13910316,0.12868935
bloodmnist_224,ResNet,3,0.01,avg,2984,2,-62.382164,-9.529944,0.08012686,0.14585067,0.17794488,0.10266002,0.13393091,0.09992598,0.12643790,0.13312268
bloodmnist_224,ResNet,3,0.01,avg,2985,7,-47.763302,0.032109,0.07401673,0.13004312,0.13980991,0.14048325,0.14426163,0.10596462,0.13107970,0.13434103
bloodmnist_224,ResNet,3,0.01,avg,2986,3,23.114222,-7.550720,0.07830734,0.11874793,0.08283352,0.18074216,0.12661509,0.13950485,0.15397704,0.11927202
bloodmnist_224,ResNet,3,0.01,avg,2987,0,14.642730,4.779960,0.08035884,0.13043837,0.08645143,0.16530997,0.12567899,0.14439522,0.15845552,0.10891162
bloodmnist_224,ResNet,3,0.01,avg,2988,2,-65.224266,-14.333187,0.06776742,0.14233772,0.21302082,0.09687179,0.13395993,0.08885145,0.12258296,0.13460785
bloodmnist_224,ResNet,3,0.01,avg,2989,1,16.681480,-12.474092,0.06709203,0.12566108,0.08319226,0.19880608,0.10329903,0.15596698,0.15214193,0.11384057
bloodmnist_224,ResNet,3,0.01,avg,2990,1,21.097513,-21.504692,0.06738429,0.13203454,0.07973783,0.20573097,0.09922067,0.14094616,0.16079399,0.11415157
bloodmnist_224,ResNet,3,0.01,avg,2991,6,-0.224890,3.999200,0.08036058,0.14482149,0.09891453,0.15232982,0.11272819,0.15530676,0.13938940,0.11614926
bloodmnist_224,ResNet,3,0.01,avg,2992,1,19.078754,-23.481762,0.06713398,0.12962534,0.09139154,0.20815343,0.09877490,0.13685729,0.15138471,0.11667887
bloodmnist_224,ResNet,3,0.01,avg,2993,1,9.908974,-13.452266,0.06775373,0.12475620,0.09384161,0.17903370,0.10720340,0.14161389,0.16134769,0.12444979
bloodmnist_224,ResNet,3,0.01,avg,2994,1,28.204897,-35.495773,0.06502632,0.13586348,0.08563405,0.23067370,0.09432872,0.11508244,0.15424284,0.11914840
bloodmnist_224,ResNet,3,0.01,avg,2995,6,1.784685,10.092851,0.07453114,0.13606244,0.08297719,0.14913943,0.11370307,0.18353510,0.14304540,0.11700623
bloodmnist_224,ResNet,3,0.01,avg,2996,1,23.034241,-28.991083,0.07415083,0.13420480,0.07626934,0.22321960,0.09465308,0.12761168,0.15519404,0.11469661
bloodmnist_224,ResNet,3,0.01,avg,2997,1,1.941932,12.490128,0.07163066,0.12442576,0.09418055,0.14605333,0.11439061,0.18071491,0.14824721,0.12035704
bloodmnist_224,ResNet,3,0.01,avg,2998,5,17.310623,-3.202930,0.06630970,0.12382404,0.08816978,0.18596689,0.11331704,0.16244131,0.14032000,0.11965117
bloodmnist_224,ResNet,3,0.01,avg,2999,1,33.179161,-37.945950,0.06098831,0.12840353,0.08334186,0.24928065,0.09375396,0.11197823,0.15519068,0.11706274
bloodmnist_224,ResNet,3,0.01,avg,3000,2,-59.205769,-8.494081,0.07390307,0.14393137,0.17149298,0.11704554,0.13162328,0.09730996,0.12988116,0.13481262
bloodmnist_224,ResNet,3,0.01,avg,3001,1,-6.781265,-1.053005,0.07679088,0.14424507,0.11586463,0.13968047,0.10804616,0.14224274,0.14613874,0.12699132
bloodmnist_224,ResNet,3,0.01,avg,3002,1,21.764275,-18.807381,0.07782433,0.12781222,0.07503705,0.20182456,0.09388556,0.15375906,0.15579480,0.11406244
bloodmnist_224,ResNet,3,0.01,avg,3003,7,-54.851433,11.309155,0.07931652,0.12744761,0.14772847,0.10660913,0.14242299,0.12942283,0.12960868,0.13744378
bloodmnist_224,ResNet,3,0.01,avg,3004,7,-56.562172,12.851880,0.09171146,0.13104486,0.14282817,0.10009895,0.13978156,0.12805410,0.12380340,0.14267746
bloodmnist_224,ResNet,3,0.01,avg,3005,3,43.115299,-27.370993,0.06152494,0.11662367,0.06986732,0.24786177,0.13019970,0.12273949,0.14201124,0.10917182
